a_7.txt	0.0, 10.8474640708, 0.0, 2.20920519924, 12.6217447907, 0.0, 6.84554293878, 0.0, 0.0, 34.8311278092, 0.0, 32.6449151913, 
a_27.txt	9.93419057861, 4.2410213135, 2.53563284277, 14.7572818923, 5.44341783636, 0.0, 0.0, 0.0, 0.0, 58.8528868621, 0.0, 4.23556867436, 
a_65.txt	3.12112565437, 37.2910499702, 0.0, 18.2009855048, 9.88927704461, 0.0, 3.60177170008, 0.0, 0.0, 25.4149358915, 2.48085423443, 0.0, 
a_45.txt	0.0, 10.3951981005, 0.0, 0.0, 11.6814999958, 0.0, 0.0, 0.0, 0.0, 53.3675458098, 6.99146964662, 17.5642864474, 
a_58.txt	11.8568944513, 8.68515022233, 0.0, 12.872420832, 12.7868569737, 2.94258328272, 0.0, 0.0, 0.0, 30.607311131, 11.7036345125, 8.5451485944, 
a_79.txt	5.80140010665, 0.0, 0.0, 14.3483852078, 13.9627496465, 0.0, 28.2886764293, 0.0, 21.6189500852, 0.0, 15.9798385246, 0.0, 
a_11.txt	7.36257384738, 35.9408238077, 3.32870222355, 13.5378363081, 0.0, 0.0, 3.45460555262, 0.0, 9.38334192288, 12.885150762, 0.0, 14.1069655758, 
a_39.txt	9.42136554487, 13.8363091953, 0.0, 11.2937313669, 9.81067252643, 5.60560050526, 0.0, 0.0, 0.0, 47.5103303072, 0.0, 2.52199055404, 
a_5.txt	11.1155442979, 4.07599263069, 10.0849293549, 17.1189583109, 9.08464487886, 0.0, 0.0, 0.0, 0.0, 30.8254478117, 2.40380106881, 15.2906816462, 
a_75.txt	40.615545678, 0.0, 2.60390346401, 4.78488472562, 9.10316765475, 0.0, 11.8353963753, 0.0, 6.8234074693, 15.975771419, 5.75574958524, 2.50217362881, 
a_55.txt	5.20604444587, 13.8925841234, 0.0, 14.863051383, 13.1255904872, 0.0, 9.76595616834, 0.0, 5.79320532944, 33.5168513293, 0.0, 3.83671673347, 
a_22.txt	5.48850956211, 8.77085553377, 8.36553247751, 24.7720761511, 10.1835186967, 0.0, 3.13288530041, 0.0, 0.0, 35.284693997, 4.00192828143, 0.0, 
a_78.txt	3.06294849099, 41.0472772958, 2.75737491097, 19.1934772896, 9.46186503658, 0.0, 0.0, 0.0, 10.1833196303, 10.7407110152, 0.0, 3.55302633053, 
a_68.txt	3.21639107589, 14.2567924034, 4.66139008606, 21.0720360473, 4.51618991964, 5.25340276119, 0.0, 0.0, 0.0, 32.2384142604, 3.32877531895, 11.4566081272, 
a_50.txt	14.6001587164, 4.6077719502, 0.0, 33.0914023386, 0.0, 6.46032752494, 0.0, 0.0, 0.0, 36.5571671096, 0.0, 4.68317236035, 
a_28.txt	0.0, 11.1788853053, 3.57841366832, 0.0, 3.57841366832, 0.0, 0.0, 0.0, 0.0, 8.05355800784, 11.81620592, 61.7945234302, 
a_69.txt	0.0, 0.0, 0.0, 8.96044048594, 6.55826146373, 3.46954381026, 0.0, 0.0, 0.0, 47.9086367603, 3.13720052568, 29.9659169541, 
a_48.txt	0.0, 12.1013304374, 0.0, 19.3213710698, 4.37287971462, 21.5263664446, 17.9320692008, 0.0, 20.5964726643, 4.14951046856, 0.0, 0.0, 
a_63.txt	26.979670906, 3.49600636818, 3.06908858578, 21.1446017175, 4.17184284249, 0.0, 0.0, 0.0, 0.0, 26.4421840951, 10.2066873774, 4.48991810759, 
a_19.txt	15.5669157092, 0.0, 0.0, 34.3586306779, 0.0, 0.0, 4.46013631471, 0.0, 0.0, 31.6095758728, 10.0203082401, 3.98443318524, 
a_57.txt	0.0, 5.03013519138, 0.0, 13.0667510536, 0.0, 7.59469139583, 0.0, 0.0, 0.0, 68.088046494, 2.9911742639, 3.22920160129, 
a_16.txt	15.4488475777, 2.6384326411, 0.0, 0.0, 18.0843713376, 0.0, 0.0, 0.0, 0.0, 45.8208954828, 5.63359581513, 12.3738571457, 
a_54.txt	0.0, 4.12121203404, 0.0, 2.50554351015, 47.1755106655, 0.0, 4.14891415109, 0.0, 4.15116319509, 24.4089203526, 0.0, 13.4887360915, 
a_30.txt	15.1653543438, 0.0, 0.0, 23.8314583475, 2.32955645125, 0.0, 0.0, 0.0, 7.43242044693, 19.188505995, 1.76713734778, 30.2855670678, 
a_21.txt	9.84406634893, 0.0, 4.79663071724, 6.65853132894, 21.1787157228, 0.0, 0.0, 0.0, 4.65599161609, 10.2741841836, 25.1390699602, 17.4528101221, 
a_59.txt	3.1988545358, 5.15146755946, 16.2671302899, 38.6293789632, 0.0, 0.0, 2.93766041556, 0.0, 0.0, 17.3707840173, 2.95152409964, 13.4932001191, 
a_52.txt	12.0831054726, 11.1770798288, 0.0, 23.2581313658, 0.0, 3.08791573419, 0.0, 0.0, 0.0, 46.2460242707, 0.0, 4.1477433279, 
a_20.txt	3.42129702572, 15.5851915559, 3.49322027386, 19.0545665877, 8.08201697939, 0.0, 0.0, 0.0, 3.36501256214, 0.0, 16.0345988981, 30.9640961172, 
a_12.txt	0.0, 15.707858438, 3.22624616514, 24.7777553257, 0.0, 0.0, 0.0, 0.0, 10.0339198272, 25.5587483905, 10.8685973537, 9.82687449979, 
a_33.txt	5.21010490669, 41.2896145124, 0.0, 26.2710937647, 6.20029230803, 0.0, 2.59237098477, 0.0, 0.0, 14.9981223681, 0.0, 3.43840115527, 
a_14.txt	9.3021216757, 12.3886225149, 0.0, 7.21148997254, 10.2044405298, 0.0, 5.71651042897, 0.0, 0.0, 39.8224505969, 0.0, 15.3543642812, 
a_26.txt	33.8763716323, 3.51888463792, 0.0, 20.7230321047, 2.55745305715, 2.3254136361, 0.0, 0.0, 0.0, 19.0004046355, 4.59899917824, 13.399441118, 
a_47.txt	12.2790945795, 2.47848896861, 30.6001287578, 5.70274977212, 29.3389467473, 0.0, 3.86758062613, 0.0, 0.0, 0.0, 5.7501533997, 9.98285714886, 
a_42.txt	16.5752003154, 9.56683792612, 0.0, 16.2473597172, 7.250844681, 0.0, 0.0, 0.0, 0.0, 38.403788045, 0.0, 11.9559693153, 
a_32.txt	11.0521794728, 23.6737816293, 2.71207287575, 19.4667679643, 4.83258606284, 0.0, 0.0, 0.0, 0.0, 25.5153326705, 0.0, 12.7472793246, 
a_40.txt	5.66917252737, 7.65288456378, 0.0, 15.0039625343, 11.442149696, 0.0, 0.0, 0.0, 0.0, 57.8428549443, 0.0, 2.38897573427, 
a_13.txt	6.91343061755, 0.0, 10.7758177942, 39.2595410285, 13.0342265348, 0.0, 0.0, 0.0, 0.0, 21.7487524211, 2.78020806326, 5.48802354053, 
a_72.txt	2.37791399136, 3.28068391345, 0.0, 31.5959992554, 9.77765556214, 10.3326099535, 0.0, 0.0, 0.0, 38.4665941932, 4.16854313094, 0.0, 
a_2.txt	29.9568875619, 20.9547220027, 0.0, 11.8364680785, 7.32467384327, 3.24959632745, 0.0, 0.0, 0.0, 8.27023311474, 6.40779306729, 11.9996260041, 
w2vmodel.py	0.0, 0.0, 1.93880763671, 5.00716272584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.87761527341, 89.176414364, 
a_38.txt	21.712843848, 8.74060604456, 0.0, 20.8284498456, 2.77707396496, 0.0, 5.11289855653, 0.0, 0.0, 26.2488316333, 12.0100357303, 2.56926037675, 
a_1.txt	21.6822378251, 8.12008781253, 21.4623999856, 18.8738378321, 0.0, 0.0, 6.02255506687, 0.0, 4.12287922997, 2.75571212503, 12.0882374353, 4.87205268752, 
a_29.txt	9.61078982473, 0.0, 0.0, 3.13768576404, 30.8229646049, 0.0, 0.0, 0.0, 0.0, 13.7758274996, 22.6996625778, 19.9530697289, 
a_80.txt	13.250455948, 6.73728537253, 5.23214678939, 33.9871573003, 9.30137746419, 3.59848084464, 0.0, 0.0, 0.0, 19.5302212847, 0.0, 8.36287499621, 
a_8.txt	2.43423050562, 4.78403213858, 0.0, 6.54415528755, 11.4661083701, 0.0, 0.0, 0.0, 2.12161050765, 63.3030349341, 0.0, 9.34682825636, 
a_37.txt	3.52412414746, 9.43054632649, 0.0, 12.7898595417, 15.4424924971, 6.77228946039, 2.64584403292, 0.0, 0.0, 39.7090958891, 3.05746182235, 6.6282862825, 
a_66.txt	3.35462584937, 8.34540757266, 3.69143707876, 20.4345400108, 8.02855960852, 5.49640888366, 0.0, 0.0, 0.0, 34.0183990636, 0.0, 16.6306219327, 
a_71.txt	8.62146825451, 13.0218631835, 0.0, 0.0, 10.611031098, 0.0, 8.82189749368, 0.0, 4.13558746051, 38.8291325615, 0.0, 15.9590199483, 
a_73.txt	1.38762294664, 1.47364025323, 0.0, 21.0786934648, 13.6558692691, 4.13223518556, 0.0, 0.0, 0.0, 55.2764298243, 0.0, 2.99550905628, 
a_64.txt	2.8988340846, 0.0, 0.0, 4.36714022552, 10.0293355651, 2.36992315766, 0.0, 0.0, 0.0, 63.1482922298, 5.59113839888, 11.5953363384, 
a_10.txt	2.8985473527, 2.87061063961, 0.0, 14.3917988305, 28.9520221086, 0.0, 0.0, 0.0, 0.0, 39.4585288395, 3.82748085281, 7.60101137623, 
a_23.txt	0.0, 26.6857091939, 9.08297365611, 23.5028237263, 0.0, 0.0, 0.0, 0.0, 0.0, 2.56269442553, 0.0, 38.1657989981, 
